timestamp,x,y,vx,vy,yaw
1754795327.696473,0.100000,-1.000000,0.809636,-0.236263,0.128094
1754795327.719223,0.100000,-1.000000,0.625742,-0.130908,0.082261
1754795327.745830,0.100000,-1.000000,0.625742,-0.130908,0.082261
1754795327.769312,0.100000,-1.000000,0.625742,-0.130908,0.082261
1754795327.795456,0.100000,-1.000000,0.625742,-0.130908,0.082261
1754795327.819390,0.100000,-1.000000,0.625742,-0.130908,0.082261
1754795327.845372,0.100000,-1.000000,0.728889,-0.020858,0.019512
1754795327.919238,0.100000,-1.000000,0.525604,-0.395672,0.191333
1754795327.946049,0.100000,-1.000000,1.132663,-0.007302,0.004394
1754795327.969234,0.100000,-1.000000,1.085402,0.015645,-0.008498
1754795327.995895,0.100000,-1.000000,1.085402,0.015645,-0.008498
1754795328.019305,0.100000,-1.000000,1.114746,0.430197,-0.219725
1754795328.046098,0.100000,-1.000000,1.066192,0.325551,-0.167090
1754795328.069234,0.100000,-0.900000,0.597759,-0.006487,-0.009848
1754795328.369205,0.100000,-1.100000,0.682146,-0.372437,0.168207
1754795328.395276,0.100000,-1.100000,0.883413,-0.423407,0.187158
1754795328.419193,0.000000,-1.100000,0.933067,-0.812422,0.399029
1754795328.445879,0.100000,-1.100000,1.078140,-0.503350,0.224205
1754795328.469314,0.100000,-1.100000,1.206779,-0.797443,0.370331
1754795328.496200,0.100000,-1.100000,1.399327,-0.849492,0.394881
1754795328.519333,0.100000,-1.100000,1.348775,-0.865440,0.404877
1754795328.545899,0.100000,-1.100000,1.329405,-0.871981,0.407854
1754795328.569230,0.100000,-1.100000,1.274848,-0.850543,0.397813
1754795328.595383,0.100000,-1.100000,1.352867,-0.798231,0.374488
1754795328.619268,0.100000,-1.100000,1.148026,-0.612842,0.286492
1754795328.645986,0.100000,-1.100000,1.448017,-0.812246,0.379932
1754795328.669187,0.100000,-1.100000,1.207459,-0.494961,0.235992
1754795328.695876,0.100000,-1.100000,0.878217,-0.434630,0.216411
1754795328.719248,0.000000,-1.100000,0.565772,-0.356675,0.182207
1754795328.746110,0.000000,-1.100000,0.631248,-0.389805,0.198027
1754795328.769189,0.000000,-1.100000,0.594355,-0.350650,0.179305
1754795353.545479,0.000000,-1.200000,0.575987,0.142878,-0.074744
1754795353.719313,0.000000,-1.200000,0.552228,-0.246616,0.116145
1754795354.245441,0.700000,-1.600000,1.135044,-0.208376,0.085605
1754795356.495909,3.000000,1.100000,0.719154,-0.094726,0.040215
1754795357.119304,0.200000,2.300000,0.294052,-0.101900,0.034703
1754795357.144957,0.200000,2.300000,0.334280,-0.047412,-0.004265
1754795357.169176,0.100000,2.300000,0.606427,-0.151686,0.048747
1754795357.195323,0.200000,2.400000,0.416557,-0.299226,0.147149
1754795357.219306,0.200000,2.400000,0.428730,-0.101791,0.039587
1754795357.245352,0.100000,2.300000,0.693998,-0.239638,0.098630
1754795357.269308,0.100000,2.300000,0.767721,-0.260858,0.111852
1754795357.296153,0.100000,2.300000,0.774523,-0.349005,0.157420
1754795357.319367,0.100000,2.300000,0.746400,-0.296798,0.129725
1754795357.345026,0.100000,2.300000,0.677602,-0.376162,0.174154
1754795357.369360,0.100000,2.300000,0.733799,-0.529630,0.253525
1754795357.395255,0.100000,2.300000,0.733799,-0.529630,0.253525
1754795357.419278,0.200000,2.300000,0.546077,-0.280290,0.130772
1754795357.444628,0.200000,2.300000,0.377458,-0.480942,0.238628
1754795357.469306,0.200000,2.300000,0.377458,-0.480942,0.238628
1754795357.495284,0.200000,2.300000,0.416077,-0.230808,0.110668
1754795357.519317,0.200000,2.300000,0.495743,-0.537691,0.263073
1754795357.545152,0.200000,2.300000,0.423307,-0.415133,0.204661
1754795357.569306,0.200000,2.300000,0.588052,-0.364694,0.164814
1754795357.645654,0.200000,2.300000,0.658681,-0.437096,0.202863
1754795357.669304,0.200000,2.300000,0.527005,-0.243323,0.109619
1754795357.895532,0.200000,2.300000,0.490517,-0.036208,-0.014220
1754795357.946092,0.100000,2.300000,0.579667,-0.222552,0.095384
1754795357.969397,0.100000,2.300000,0.988711,-0.507534,0.237466
1754795357.994882,0.100000,2.300000,1.150332,-0.459298,0.203372
1754795358.019320,0.100000,2.300000,0.998929,-0.572500,0.257740
1754795358.046222,0.100000,2.300000,1.192203,-0.322175,0.137556
1754795358.069312,0.100000,2.300000,0.883947,-0.188124,0.080117
1754795358.145617,0.200000,0.800000,0.645694,-0.300181,0.139033
1754795358.169303,0.100000,0.800000,0.756944,-0.552332,0.259910
1754795358.194918,0.100000,0.800000,0.663876,-0.596180,0.283691
1754795358.395810,0.100000,0.900000,0.556256,-0.085337,0.035236
1754795358.419166,0.100000,1.000000,0.527830,0.188424,-0.089747
1754795358.519218,0.100000,1.000000,0.666464,0.329342,-0.167683
1754795358.546108,0.100000,1.000000,0.806965,0.044748,-0.027677
1754795358.869254,0.000000,1.000000,0.789327,0.209717,-0.097406
1754795358.919257,0.000000,1.000000,0.609288,-0.003104,0.012049
1754795358.945675,0.000000,1.000000,0.486809,-0.246545,0.128601
1754795358.969305,0.000000,1.000000,0.486809,-0.246545,0.128601
1754795358.995035,0.000000,1.000000,0.677051,-0.308784,0.160386
1754795359.019314,0.000000,1.000000,0.604363,-0.185742,0.102195
1754795359.045406,0.000000,1.000000,0.677051,-0.308784,0.160386
1754795359.069365,0.100000,1.000000,0.847383,0.000109,0.005092
1754795359.095570,0.000000,1.000000,0.604363,-0.185742,0.102195
1754795359.119239,0.000000,1.000000,0.486809,-0.246545,0.128601
1754795359.144482,0.000000,1.000000,0.486809,-0.246545,0.128601
1754795359.169355,0.000000,1.000000,0.486809,-0.246545,0.128601
1754795359.195482,0.000000,1.000000,0.486809,-0.246545,0.128601
1754795359.219310,0.000000,1.000000,0.486809,-0.246545,0.128601
1754795371.495128,1.800000,0.300000,0.231663,0.985951,-0.510639
1754795371.769174,1.500000,0.700000,0.285503,0.529700,-0.269851
1754795371.795171,1.500000,0.700000,0.535040,0.351463,-0.172051
1754795371.819178,1.500000,0.700000,0.479539,0.263509,-0.130145
1754795371.845183,1.500000,0.700000,0.707243,0.137245,-0.058542
1754795371.869160,1.400000,0.700000,0.603968,0.912196,-0.455271
1754795371.895292,1.400000,0.700000,0.367966,0.860701,-0.440069
1754795371.919171,1.400000,0.700000,0.386569,0.549055,-0.284840
1754795371.944703,1.400000,0.700000,0.518035,0.471940,-0.246123
1754795371.969262,1.400000,0.700000,0.559837,0.314472,-0.164234
1754795371.995274,1.400000,0.600000,0.483857,0.183744,-0.104518
1754795372.019353,1.300000,0.700000,0.358377,0.424490,-0.224915
1754795372.045392,1.300000,0.700000,0.428593,0.494897,-0.255400
1754795372.145237,1.200000,0.700000,0.112379,0.717199,-0.376048
1754795372.194459,1.200000,0.700000,0.413935,0.301158,-0.156277
1754795372.245726,1.100000,0.700000,0.401962,0.390097,-0.194777
1754795372.269180,1.100000,0.700000,0.610940,0.561222,-0.272454
1754795372.295202,1.100000,0.700000,0.758740,0.516957,-0.246459
1754795372.319357,1.100000,0.700000,0.535400,0.265854,-0.129572
1754795372.345199,1.100000,0.700000,0.519783,0.275956,-0.137216
1754795372.369228,1.100000,0.600000,0.539369,-0.003898,-0.005769
1754795372.394538,1.000000,0.700000,0.418221,0.743194,-0.378383
1754795372.495564,0.900000,0.700000,0.466890,0.433622,-0.225682
1754795372.519241,0.900000,0.700000,0.569573,0.239056,-0.120546
1754795372.719337,0.800000,0.700000,0.423985,0.381328,-0.192296
1754795372.744511,0.700000,0.700000,0.660253,0.637441,-0.315457
1754795372.769497,0.700000,0.700000,1.003563,0.742306,-0.359341
1754795372.795015,0.700000,0.700000,0.739917,0.393152,-0.183770
1754795373.295820,0.300000,0.700000,0.673778,0.211192,-0.090479
1754795373.419272,0.100000,1.500000,0.417529,-0.249434,0.122886
1754795373.445081,0.100000,1.500000,0.791524,-0.513961,0.242221
1754795373.469306,0.100000,1.500000,0.748466,-0.465238,0.232525
1754795373.495577,0.100000,1.500000,0.889979,-0.087862,0.034095
1754795373.519196,0.100000,1.400000,0.972027,0.243873,-0.113339
1754795373.545053,0.100000,1.400000,0.972894,0.244683,-0.113565
1754795373.569306,0.100000,1.500000,0.700996,-0.186231,0.092955
1754795373.769229,0.100000,0.500000,0.532546,-0.457736,0.228445
1754795373.895281,0.100000,0.500000,0.549905,-0.082770,0.034696
