# x_m,y_m,w_tr_right_m,w_tr_left_m
-48.5000,1.6500,1.1180,1.1180
-48.5000,1.7000,1.0966,1.0966
-48.5000,1.7500,1.0607,1.0607
-48.4500,1.8000,1.0607,1.0607
-48.4500,1.8500,1.0259,1.0259
-48.4000,1.9000,1.0259,1.0259
-48.3500,1.9500,1.0259,1.0259
-48.3500,2.0000,0.9925,0.9925
-48.3000,2.0500,1.0000,1.0000
-48.2500,2.1000,1.0124,1.0124
-48.2000,2.1500,1.0062,1.0062
-48.1500,2.2000,0.9862,0.9862
-48.1000,2.2500,0.9708,0.9708
-48.0500,2.3000,0.9605,0.9605
-48.0000,2.3500,0.9552,0.9552
-47.9500,2.4000,0.9552,0.9552
-47.9000,2.4000,0.9192,0.9192
-47.8500,2.4500,0.9192,0.9192
-47.8000,2.5000,0.9220,0.9220
-47.7500,2.5500,0.9301,0.9301
-47.7000,2.5500,0.9014,0.9014
-47.6500,2.6000,0.9179,0.9179
-47.6000,2.6500,0.9192,0.9192
-47.5500,2.6500,0.8846,0.8846
-47.5000,2.7000,0.8846,0.8846
-47.4500,2.7500,0.8902,0.8902
-47.4000,2.7500,0.8602,0.8602
-47.3500,2.8000,0.8746,0.8746
-47.3000,2.8500,0.8944,0.8944
-47.2500,2.8500,0.8732,0.8732
-47.2000,2.9000,0.9014,0.9014
-47.1500,2.9000,0.8860,0.8860
-47.1000,2.9500,0.9014,0.9014
-47.0500,2.9500,0.9055,0.9055
-47.0000,3.0000,0.8631,0.8631
-46.9500,3.0000,0.8732,0.8732
-46.9000,3.0000,0.8860,0.8860
-46.8500,3.0500,0.8500,0.8500
-46.8000,3.0500,0.8500,0.8500
-46.7500,3.0500,0.8500,0.8500
-46.7000,3.0500,0.8500,0.8500
-46.6500,3.0500,0.8500,0.8500
-46.6000,3.0500,0.8500,0.8500
-46.5500,3.0500,0.8500,0.8500
-46.5000,3.0500,0.8500,0.8500
-46.4500,3.0500,0.8500,0.8500
-46.4000,3.0500,0.8500,0.8500
-46.4500,3.0000,0.9000,0.9000
-46.5000,3.0000,0.9000,0.9000
-46.5500,3.0000,0.9000,0.9000
-46.6000,3.0000,0.9000,0.9000
-46.6500,3.0000,0.9000,0.9000
-46.7000,3.0000,0.9000,0.9000
-46.7500,3.0000,0.9000,0.9000
-46.8000,3.0000,0.9000,0.9000
-46.8500,3.0000,0.9000,0.9000
-46.9000,2.9500,0.9000,0.9000
-46.9500,2.9500,0.9014,0.9014
-47.0000,2.9500,0.9055,0.9055
-47.0500,2.9000,0.8631,0.8631
-47.1000,2.9000,0.8732,0.8732
-47.1500,2.8500,0.8382,0.8382
-47.2000,2.8500,0.8544,0.8544
-47.2500,2.8000,0.8276,0.8276
-47.3000,2.8000,0.8500,0.8500
-47.3500,2.7500,0.8322,0.8322
-47.3000,2.7500,0.8062,0.8062
-47.2500,2.7500,0.7826,0.7826
-47.2000,2.8000,0.8078,0.8078
-47.1500,2.8000,0.7906,0.7906
-47.1000,2.8500,0.8246,0.8246
-47.0500,2.8500,0.8139,0.8139
-47.0000,2.9000,0.8559,0.8559
-46.9500,2.9000,0.8515,0.8515
-46.9000,2.9000,0.8500,0.8500
-46.8500,2.9500,0.9000,0.9000
-46.8000,2.9500,0.9000,0.9000
-46.7500,2.9500,0.9000,0.9000
-46.7000,2.9500,0.9000,0.9000
-46.6500,2.9500,0.9000,0.9000
-46.6000,2.9500,0.9000,0.9000
-46.5500,2.9500,0.9000,0.9000
-46.5000,2.9500,0.9000,0.9000
-46.4500,2.9500,0.9000,0.9000
-46.4000,3.0000,0.9000,0.9000
-46.3500,3.0000,0.9000,0.9000
-46.3000,3.0000,0.9000,0.9000
-46.2500,3.0000,0.9000,0.9000
-46.3000,2.9500,0.9014,0.9014
-46.3500,2.9500,0.9000,0.9000
-46.4000,2.9500,0.9000,0.9000
-46.3500,2.9000,0.8500,0.8500
-46.3000,2.9000,0.8515,0.8515
-46.2500,2.9500,0.9055,0.9055
-46.2000,2.9500,0.9124,0.9124
-46.1500,2.9500,0.9220,0.9220
-46.2000,2.9000,0.8631,0.8631
-46.2500,2.9000,0.8559,0.8559
-46.2000,2.8500,0.8139,0.8139
-46.1500,2.9000,0.8732,0.8732
-46.1000,2.9000,0.8860,0.8860
-46.0500,2.9000,0.9014,0.9014
-46.0000,2.9000,0.9192,0.9192
-46.0500,2.8500,0.8544,0.8544
-46.1000,2.8500,0.8382,0.8382
-46.1500,2.8500,0.8246,0.8246
-46.1000,2.8000,0.7906,0.7906
-46.0500,2.8000,0.8078,0.8078
-46.0000,2.8500,0.8732,0.8732
-45.9500,2.8500,0.8944,0.8944
-45.9000,2.8500,0.9179,0.9179
-45.9500,2.8000,0.8500,0.8500
-46.0000,2.8000,0.8276,0.8276
-45.9500,2.7500,0.8062,0.8062
-45.9000,2.8000,0.8746,0.8746
-45.8500,2.8000,0.9014,0.9014
-45.8000,2.8000,0.9301,0.9301
-45.8500,2.7500,0.8602,0.8602
-45.9000,2.7500,0.8322,0.8322
-45.8500,2.7000,0.8201,0.8201
-45.8000,2.7500,0.8902,0.8902
-45.7500,2.7500,0.9220,0.9220
-45.7000,2.7500,0.9552,0.9552
-45.7500,2.7000,0.8846,0.8846
-45.8000,2.7000,0.8515,0.8515
-45.7500,2.6500,0.8485,0.8485
-45.7000,2.7000,0.9192,0.9192
-45.6500,2.7000,0.9552,0.9552
-45.6000,2.7000,0.9925,0.9925
-45.6500,2.6500,0.9220,0.9220
-45.7000,2.6500,0.8846,0.8846
-45.6500,2.6000,0.8902,0.8902
-45.6000,2.6500,0.9605,0.9605
-45.5500,2.6500,1.0000,1.0000
-45.5000,2.6500,1.0404,1.0404
-45.5500,2.6000,0.9708,0.9708
-45.6000,2.6000,0.9301,0.9301
-45.5500,2.5500,0.9434,0.9434
-45.5000,2.6000,1.0124,1.0124
-45.4500,2.6000,1.0548,1.0548
-45.4000,2.6000,1.0977,1.0977
-45.3500,2.6000,1.1413,1.1413
-45.4000,2.5500,1.0735,1.0735
-45.4500,2.5500,1.0296,1.0296
-45.5000,2.5500,0.9862,0.9862
-45.4500,2.5000,1.0062,1.0062
-45.4000,2.5000,1.0512,1.0512
-45.3500,2.5500,1.1180,1.1180
-45.3000,2.5500,1.1630,1.1630
-45.2500,2.5500,1.2083,1.2083
-45.2000,2.5500,1.2530,1.2530
-45.1500,2.5500,1.2971,1.2971
-45.1000,2.5500,1.3416,1.3416
-45.0500,2.5500,1.3865,1.3865
-45.0000,2.5500,1.3892,1.3892
-44.9500,2.6000,1.4036,1.4036
-44.9000,2.6000,1.3865,1.3865
-44.8500,2.6000,1.3601,1.3601
-44.8000,2.6500,1.3730,1.3730
-44.7500,2.6500,1.3463,1.3463
-44.7000,2.6500,1.3210,1.3210
-44.6500,2.7000,1.3416,1.3416
-44.6000,2.7000,1.3200,1.3200
-44.5500,2.7000,1.2971,1.2971
-44.5000,2.7500,1.3200,1.3200
-44.4500,2.7500,1.2971,1.2971
-44.4000,2.8000,1.3124,1.3124
-44.3500,2.8000,1.2806,1.2806
-44.3000,2.8000,1.2500,1.2500
-44.2500,2.8500,1.2619,1.2619
-44.2000,2.8500,1.2349,1.2349
-44.1500,2.9000,1.2530,1.2530
-44.1000,2.9000,1.2298,1.2298
-44.0500,2.9500,1.2530,1.2530
-44.0000,2.9500,1.2298,1.2298
-43.9500,3.0000,1.2369,1.2369
-43.9000,3.0000,1.2207,1.2207
-43.8500,3.0500,1.2176,1.2176
-43.8000,3.0500,1.2093,1.2093
-43.7500,3.1000,1.2021,1.2021
-43.7000,3.1000,1.2083,1.2083
-43.6500,3.1500,1.1885,1.1885
-43.6000,3.1500,1.1927,1.1927
-43.5500,3.2000,1.1705,1.1705
-43.5000,3.2000,1.1853,1.1853
-43.4500,3.2500,1.1630,1.1630
-43.4000,3.2500,1.1853,1.1853
-43.3500,3.3000,1.1630,1.1630
-43.3000,3.3500,1.1413,1.1413
-43.2500,3.3500,1.1630,1.1630
-43.2000,3.4000,1.1413,1.1413
-43.1500,3.4500,1.1180,1.1180
-43.1000,3.5000,1.0966,1.0966
-43.0500,3.5000,1.1180,1.1180
-43.0000,3.5500,1.0966,1.0966
-42.9500,3.6000,1.0735,1.0735
-42.9000,3.6000,1.0977,1.0977
-42.8500,3.6500,1.0817,1.0817
-42.8000,3.7000,1.0700,1.0700
-42.7500,3.7500,1.0548,1.0548
-42.7000,3.7500,1.0817,1.0817
-42.6500,3.8000,1.0700,1.0700
-42.6000,3.8500,1.0630,1.0630
-42.5500,3.9000,1.0548,1.0548
-42.5000,3.9500,1.0404,1.0404
-42.4500,3.9500,1.0700,1.0700
-42.4000,4.0000,1.0630,1.0630
-42.3500,4.0500,1.0607,1.0607
-42.3500,4.1000,1.0259,1.0259
-42.3000,4.1500,1.0259,1.0259
-42.2500,4.2000,1.0259,1.0259
-42.2500,4.2500,0.9899,0.9899
-42.2000,4.3000,0.9899,0.9899
-42.2000,4.3500,0.9552,0.9552
-42.1500,4.4000,0.9552,0.9552
-42.1500,4.4500,0.9192,0.9192
-42.1000,4.5000,0.9192,0.9192
-42.1000,4.5500,0.8846,0.8846
-42.0500,4.6000,0.8846,0.8846
-42.0500,4.6500,0.8485,0.8485
-42.0000,4.7000,0.8485,0.8485
-42.0000,4.7500,0.8139,0.8139
-41.9500,4.8000,0.8139,0.8139
-41.9000,4.8500,0.8201,0.8201
-41.9000,4.9000,0.7906,0.7906
-41.8500,4.9500,0.8062,0.8062
-41.8000,5.0000,0.8276,0.8276
-41.8000,5.0500,0.8062,0.8062
-41.7500,5.1000,0.8139,0.8139
-41.7000,5.1500,0.8201,0.8201
-41.7000,5.2000,0.7906,0.7906
-41.6500,5.2500,0.8062,0.8062
-41.6000,5.3000,0.8139,0.8139
-41.6000,5.3500,0.7778,0.7778
-41.5500,5.4000,0.7810,0.7810
-41.5000,5.4500,0.7906,0.7906
-41.5000,5.5000,0.7632,0.7632
-41.4500,5.5500,0.7826,0.7826
-41.4000,5.6000,0.8062,0.8062
-41.4000,5.6500,0.7778,0.7778
-41.3500,5.7000,0.7778,0.7778
-41.3000,5.7500,0.7778,0.7778
-41.3000,5.8000,0.7433,0.7433
-41.2500,5.8500,0.7500,0.7500
-41.2000,5.9000,0.7632,0.7632
-41.2000,5.9500,0.7382,0.7382
-41.1500,6.0000,0.7500,0.7500
-41.1000,6.0500,0.7632,0.7632
-41.1000,6.1000,0.7382,0.7382
-41.0500,6.1500,0.7433,0.7433
-41.0000,6.2000,0.7500,0.7500
-40.9500,6.2500,0.7632,0.7632
-40.9000,6.3000,0.7810,0.7810
-40.9000,6.3500,0.7500,0.7500
-40.8500,6.4000,0.7632,0.7632
-40.8000,6.4500,0.7778,0.7778
-40.8000,6.5000,0.7433,0.7433
-40.7500,6.5500,0.7500,0.7500
-40.7000,6.6000,0.7632,0.7632
-40.6500,6.6500,0.7826,0.7826
-40.6500,6.7000,0.7616,0.7616
-40.6000,6.7500,0.7826,0.7826
-40.5500,6.8000,0.8062,0.8062
-40.5500,6.8500,0.7826,0.7826
-40.5000,6.9000,0.8062,0.8062
-40.4500,6.9500,0.8139,0.8139
-40.4500,7.0000,0.8062,0.8062
-40.4000,7.0500,0.8276,0.8276
-40.3500,7.1000,0.8322,0.8322
-40.3500,7.1500,0.8276,0.8276
-40.3000,7.2000,0.8500,0.8500
-40.2500,7.2500,0.8322,0.8322
-40.2500,7.3000,0.8602,0.8602
-40.2000,7.3500,0.8500,0.8500
-40.2000,7.4000,0.8746,0.8746
-40.1500,7.4500,0.8602,0.8602
-40.1000,7.5000,0.8500,0.8500
-40.1000,7.5500,0.8746,0.8746
-40.0500,7.6000,0.8602,0.8602
-40.0500,7.6500,0.8902,0.8902
-40.0000,7.7000,0.8746,0.8746
-40.0000,7.7500,0.9014,0.9014
-39.9500,7.8000,0.8902,0.8902
-39.9500,7.8500,0.9220,0.9220
-39.9000,7.9000,0.9192,0.9192
-39.9000,7.9500,0.9552,0.9552
-39.8500,8.0000,0.9434,0.9434
-39.8000,8.0500,0.9301,0.9301
-39.8000,8.1000,0.9605,0.9605
-39.7500,8.1500,0.9434,0.9434
-39.7500,8.2000,0.9708,0.9708
-39.7000,8.2500,0.9605,0.9605
-39.6500,8.3000,0.9434,0.9434
-39.6500,8.3500,0.9708,0.9708
-39.6500,8.4000,1.0000,1.0000
-39.6000,8.4500,0.9925,0.9925
-39.6000,8.5000,1.0259,1.0259
-39.6000,8.5500,1.0062,1.0062
-39.5500,8.6000,1.0296,1.0296
-39.5500,8.6500,1.0062,1.0062
-39.5500,8.7000,0.9849,0.9849
-39.5500,8.7500,0.9618,0.9618
-39.5000,8.8000,0.9849,0.9849
-39.5000,8.8500,0.9605,0.9605
-39.5000,8.9000,0.9301,0.9301
-39.5000,8.9500,0.9014,0.9014
-39.4500,9.0000,0.9179,0.9179
-39.4500,9.0500,0.8944,0.8944
-39.4500,9.1000,0.8732,0.8732
-39.4000,9.1500,0.8846,0.8846
-39.4000,9.2000,0.8515,0.8515
-39.4000,9.2500,0.8201,0.8201
-39.3500,9.3000,0.8322,0.8322
-39.3500,9.3500,0.8062,0.8062
-39.3500,9.4000,0.7826,0.7826
-39.3000,9.4500,0.8062,0.8062
-39.3000,9.5000,0.7810,0.7810
-39.2500,9.5500,0.7906,0.7906
-39.2500,9.6000,0.7632,0.7632
-39.2000,9.6500,0.7778,0.7778
-39.2000,9.7000,0.7433,0.7433
-39.1500,9.7500,0.7433,0.7433
-39.1500,9.8000,0.7106,0.7106
-39.1000,9.8500,0.7211,0.7211
-39.1000,9.9000,0.6946,0.6946
-39.0500,9.9500,0.7159,0.7159
-39.0000,10.0000,0.7382,0.7382
-39.0000,10.0500,0.7071,0.7071
-38.9500,10.1000,0.7071,0.7071
-38.9000,10.1500,0.7071,0.7071
-38.8500,10.2000,0.7106,0.7106
-38.8000,10.2500,0.7211,0.7211
-38.8000,10.3000,0.6946,0.6946
-38.7500,10.3500,0.7159,0.7159
-38.7000,10.4000,0.7382,0.7382
-38.7000,10.4500,0.6946,0.6946
-38.6500,10.5000,0.6801,0.6801
-38.6000,10.5500,0.6727,0.6727
-38.5500,10.6000,0.6727,0.6727
-38.5000,10.6500,0.6801,0.6801
-38.4500,10.7000,0.6946,0.6946
-38.4000,10.7500,0.7071,0.7071
-38.3500,10.8000,0.6946,0.6946
-38.3000,10.8500,0.6801,0.6801
-38.2500,10.8500,0.6801,0.6801
-38.2000,10.9000,0.6727,0.6727
-38.1500,10.9500,0.6727,0.6727
-38.1000,11.0000,0.6801,0.6801
-38.0500,11.0500,0.6801,0.6801
-38.0000,11.1000,0.6708,0.6708
-37.9500,11.1500,0.6500,0.6500
-37.9000,11.2000,0.6265,0.6265
-37.8500,11.2000,0.6364,0.6364
-37.8000,11.2500,0.6403,0.6403
-37.7500,11.3000,0.6364,0.6364
-37.7000,11.3000,0.6265,0.6265
-37.6500,11.3500,0.6364,0.6364
-37.6000,11.4000,0.6364,0.6364
-37.5500,11.4500,0.6325,0.6325
-37.5000,11.5000,0.6042,0.6042
-37.4500,11.5500,0.5831,0.5831
-37.4000,11.6000,0.5701,0.5701
-37.3500,11.6000,0.6021,0.6021
-37.3000,11.6500,0.6021,0.6021
-37.2500,11.7000,0.6021,0.6021
-37.2000,11.7500,0.6021,0.6021
-37.1500,11.8000,0.6021,0.6021
-37.1000,11.8000,0.6265,0.6265
-37.0500,11.8500,0.6042,0.6042
-37.0000,11.9000,0.5831,0.5831
-36.9500,11.9000,0.6103,0.6103
-36.9000,11.9500,0.6021,0.6021
-36.8500,12.0000,0.6021,0.6021
-36.8000,12.0500,0.6021,0.6021
-36.7500,12.0500,0.6364,0.6364
-36.7000,12.1000,0.6364,0.6364
-36.6500,12.1500,0.6265,0.6265
-36.6000,12.2000,0.6042,0.6042
-36.5500,12.2500,0.5831,0.5831
-36.5000,12.3000,0.5701,0.5701
-36.4500,12.3000,0.6021,0.6021
-36.4000,12.3500,0.6021,0.6021
-36.3500,12.4000,0.6021,0.6021
-36.3000,12.4000,0.6364,0.6364
-36.2500,12.4500,0.6364,0.6364
-36.2000,12.5000,0.6364,0.6364
-36.1500,12.5000,0.6708,0.6708
-36.1000,12.5500,0.6519,0.6519
-36.0500,12.5500,0.6801,0.6801
-36.0000,12.5500,0.7106,0.7106
-35.9500,12.6000,0.6946,0.6946
-35.9000,12.6000,0.7211,0.7211
-35.8500,12.6000,0.7500,0.7500
-35.8000,12.6500,0.7433,0.7433
-35.7500,12.6500,0.7778,0.7778
-35.7000,12.6500,0.8062,0.8062
-35.6500,12.6500,0.8322,0.8322
-35.6000,12.6500,0.8602,0.8602
-35.5500,12.6500,0.8902,0.8902
-35.5000,12.6500,0.9179,0.9179
-35.4500,12.6500,0.9434,0.9434
-35.4000,12.6500,0.9708,0.9708
-35.3500,12.6500,1.0000,1.0000
-35.3000,12.6500,1.0308,1.0308
-35.3500,12.6000,1.0404,1.0404
-35.4000,12.6000,1.0124,1.0124
-35.4500,12.6000,0.9862,0.9862
-35.5000,12.6000,0.9605,0.9605
-35.5500,12.6000,0.9301,0.9301
-35.6000,12.6000,0.9014,0.9014
-35.6500,12.6000,0.8746,0.8746
-35.7000,12.6000,0.8485,0.8485
-35.7500,12.6000,0.8139,0.8139
-35.8000,12.6000,0.7810,0.7810
-35.8500,12.5500,0.7906,0.7906
-35.9000,12.5500,0.7632,0.7632
-35.9500,12.5500,0.7382,0.7382
-36.0000,12.5000,0.7500,0.7500
-36.0500,12.5000,0.7211,0.7211
-36.1000,12.5000,0.6946,0.6946
-36.1500,12.4500,0.7071,0.7071
-36.2000,12.4500,0.6727,0.6727
-36.2500,12.4000,0.6727,0.6727
-36.2000,12.4000,0.7071,0.7071
-36.1500,12.4000,0.7433,0.7433
-36.1000,12.4500,0.7382,0.7382
-36.0500,12.4500,0.7632,0.7632
-36.0000,12.4500,0.7906,0.7906
-35.9500,12.5000,0.7810,0.7810
-35.9000,12.5000,0.8062,0.8062
-35.8500,12.5000,0.8322,0.8322
-35.8000,12.5500,0.8201,0.8201
-35.7500,12.5500,0.8515,0.8515
-35.7000,12.5500,0.8846,0.8846
-35.6500,12.5500,0.9179,0.9179
-35.6000,12.5500,0.9434,0.9434
-35.5500,12.5500,0.9618,0.9618
-35.5000,12.5500,0.9708,0.9708
-35.4500,12.5500,0.9823,0.9823
-35.4000,12.5500,0.9962,0.9962
-35.3500,12.5500,1.0124,1.0124
-35.3000,12.6000,1.0700,1.0700
-35.2500,12.6000,1.0966,1.0966
-35.2000,12.6000,1.1180,1.1180
-35.2500,12.5500,1.0512,1.0512
-35.3000,12.5500,1.0308,1.0308
-35.2500,12.5000,1.0062,1.0062
-35.2000,12.5500,1.0735,1.0735
-35.1500,12.5500,1.0977,1.0977
-35.2000,12.5000,1.0296,1.0296
-35.1500,12.5000,1.0548,1.0548
-35.1000,12.5000,1.0817,1.0817
-35.1500,12.4500,1.0124,1.0124
-35.1000,12.4500,1.0404,1.0404
-35.0500,12.4500,1.0700,1.0700
-35.1000,12.4000,1.0000,1.0000
-35.1500,12.4000,0.9708,0.9708
-35.1000,12.3500,0.9605,0.9605
-35.0500,12.4000,1.0308,1.0308
-35.0500,12.3500,0.9925,0.9925
-35.0000,12.3500,1.0259,1.0259
-35.0500,12.3000,0.9552,0.9552
-35.0000,12.3000,0.9899,0.9899
-34.9500,12.3000,1.0259,1.0259
-35.0000,12.2500,0.9552,0.9552
-35.0500,12.2500,0.9192,0.9192
-35.0000,12.2000,0.9192,0.9192
-34.9500,12.2500,0.9899,0.9899
-34.9500,12.2000,0.9552,0.9552
-34.9000,12.2000,0.9925,0.9925
-34.9500,12.1500,0.9220,0.9220
-34.9000,12.1500,0.9605,0.9605
-34.8500,12.1500,1.0000,1.0000
-34.9000,12.1000,0.9301,0.9301
-34.9500,12.1000,0.8902,0.8902
-34.9000,12.0500,0.9014,0.9014
-34.8500,12.1000,0.9708,0.9708
-34.8500,12.0500,0.9434,0.9434
-34.8000,12.0500,0.9862,0.9862
-34.8500,12.0000,0.9179,0.9179
-34.9000,12.0000,0.8746,0.8746
-34.8500,11.9500,0.8944,0.8944
-34.8000,12.0000,0.9618,0.9618
-34.8000,11.9500,0.9394,0.9394
-34.7500,11.9500,0.9849,0.9849
-34.8000,11.9000,0.9192,0.9192
-34.8500,11.9000,0.8732,0.8732
-34.8000,11.8500,0.9014,0.9014
-34.7500,11.9000,0.9657,0.9657
-34.7500,11.8500,0.9487,0.9487
-34.7000,11.8500,0.9962,0.9962
-34.7500,11.8000,0.9341,0.9341
-34.8000,11.8000,0.8860,0.8860
-34.7500,11.7500,0.9220,0.9220
-34.7000,11.8000,0.9823,0.9823
-34.7000,11.7500,0.9708,0.9708
-34.6500,11.7500,0.9341,0.9341
-34.7000,11.7000,0.9618,0.9618
-34.7500,11.7000,0.9124,0.9124
-34.7500,11.6500,0.9055,0.9055
-34.7000,11.6500,0.9552,0.9552
-34.6500,11.7000,0.9220,0.9220
-34.6500,11.6500,0.9124,0.9124
-34.7000,11.6000,0.9192,0.9192
-34.7500,11.6000,0.9014,0.9014
-34.7500,11.5500,0.9000,0.9000
-34.7000,11.5500,0.8846,0.8846
-34.6500,11.6000,0.8846,0.8846
-34.6500,11.5500,0.8485,0.8485
-34.7000,11.5000,0.8485,0.8485
-34.7500,11.5000,0.8846,0.8846
-34.7500,11.4500,0.8485,0.8485
-34.7000,11.4500,0.8139,0.8139
-34.6500,11.5000,0.8139,0.8139
-34.6500,11.4500,0.7778,0.7778
-34.7000,11.4000,0.7778,0.7778
-34.7500,11.4000,0.8062,0.8062
-34.8000,11.3500,0.7906,0.7906
-34.7500,11.3500,0.7632,0.7632
-34.7000,11.3500,0.7382,0.7382
-34.6500,11.4000,0.7433,0.7433
-34.7500,11.3000,0.7211,0.7211
-34.8000,11.3000,0.7500,0.7500
-34.8500,11.2500,0.7433,0.7433
-34.8000,11.2500,0.7106,0.7106
-34.7500,11.2500,0.6801,0.6801
-34.7000,11.3000,0.6946,0.6946
-34.8000,11.2000,0.6727,0.6727
-34.8500,11.2000,0.7071,0.7071
-34.9000,11.2000,0.7433,0.7433
-34.9500,11.1500,0.7382,0.7382
-34.9000,11.1500,0.7071,0.7071
-34.8500,11.1500,0.6727,0.6727
-34.9000,11.1000,0.6708,0.6708
-34.9500,11.1000,0.6946,0.6946
-35.0000,11.1000,0.7159,0.7159
-35.0500,11.0500,0.6946,0.6946
-35.0000,11.0500,0.6801,0.6801
-34.9500,11.0500,0.6519,0.6519
-35.0000,11.0000,0.6403,0.6403
-35.0500,11.0000,0.6727,0.6727
-35.1000,11.0000,0.6708,0.6708
-35.1500,10.9500,0.6519,0.6519
-35.1000,10.9500,0.6727,0.6727
-35.0500,10.9500,0.6364,0.6364
-35.1000,10.9000,0.6364,0.6364
-35.1500,10.9000,0.6727,0.6727
-35.2000,10.9000,0.6403,0.6403
-35.2500,10.8500,0.6364,0.6364
-35.2000,10.8500,0.6727,0.6727
-35.1500,10.8500,0.6364,0.6364
-35.2000,10.8000,0.6364,0.6364
-35.2500,10.8000,0.6727,0.6727
-35.3000,10.8000,0.6364,0.6364
-35.3500,10.7500,0.6364,0.6364
-35.4000,10.7500,0.6021,0.6021
-35.4500,10.7000,0.6103,0.6103
-35.4000,10.7000,0.6403,0.6403
-35.3500,10.7000,0.6519,0.6519
-35.3000,10.7500,0.6708,0.6708
-35.2500,10.7500,0.6364,0.6364
-35.3000,10.7000,0.6265,0.6265
-35.3500,10.6500,0.6103,0.6103
-35.4000,10.6500,0.6403,0.6403
-35.4500,10.6500,0.6519,0.6519
-35.5000,10.6500,0.6265,0.6265
-35.5500,10.6000,0.6403,0.6403
-35.5000,10.6000,0.6708,0.6708
-35.4500,10.6000,0.6364,0.6364
-35.5000,10.5500,0.6364,0.6364
-35.5500,10.5500,0.6727,0.6727
-35.6000,10.5500,0.6519,0.6519
-35.6500,10.5000,0.6708,0.6708
-35.6000,10.5000,0.6727,0.6727
-35.5500,10.5000,0.6364,0.6364
-35.6000,10.4500,0.6364,0.6364
-35.6500,10.4500,0.6727,0.6727
-35.7000,10.4500,0.6727,0.6727
-35.7500,10.4000,0.6727,0.6727
-35.8000,10.4000,0.6364,0.6364
-35.8500,10.3500,0.6403,0.6403
-35.8000,10.3500,0.6727,0.6727
-35.7500,10.3500,0.6519,0.6519
-35.7000,10.4000,0.6708,0.6708
-35.6500,10.4000,0.6364,0.6364
-35.7000,10.3500,0.6265,0.6265
-35.7500,10.3000,0.6103,0.6103
-35.8000,10.3000,0.6403,0.6403
-35.8500,10.3000,0.6727,0.6727
-35.9000,10.3000,0.6519,0.6519
-35.9500,10.2500,0.6708,0.6708
-36.0000,10.2500,0.6500,0.6500
-36.0500,10.2000,0.6708,0.6708
-36.0000,10.2000,0.6946,0.6946
-35.9500,10.2000,0.6727,0.6727
-35.9000,10.2500,0.6727,0.6727
-35.8500,10.2500,0.6364,0.6364
-35.9000,10.2000,0.6364,0.6364
-35.9500,10.1500,0.6364,0.6364
-36.0000,10.1500,0.6727,0.6727
-36.0500,10.1500,0.7071,0.7071
-36.1000,10.1500,0.6946,0.6946
-36.1500,10.1000,0.7106,0.7106
-36.1000,10.1000,0.7071,0.7071
-36.0500,10.1000,0.6727,0.6727
-36.1000,10.0500,0.6708,0.6708
-36.1500,10.0500,0.6946,0.6946
-36.2000,10.0500,0.7211,0.7211
-36.2500,10.0500,0.6946,0.6946
-36.3000,10.0000,0.7106,0.7106
-36.2500,10.0000,0.7106,0.7106
-36.2000,10.0000,0.6801,0.6801
-36.1500,10.0000,0.6519,0.6519
-36.2000,9.9500,0.6403,0.6403
-36.2500,9.9500,0.6727,0.6727
-36.3000,9.9500,0.7071,0.7071
-36.3500,9.9500,0.7211,0.7211
-36.4000,9.9000,0.7211,0.7211
-36.4500,9.9000,0.7071,0.7071
-36.5000,9.8500,0.7071,0.7071
-36.4500,9.8500,0.7106,0.7106
-36.4000,9.8500,0.6801,0.6801
-36.3500,9.9000,0.6946,0.6946
-36.3000,9.9000,0.6708,0.6708
-36.3500,9.8500,0.6519,0.6519
-36.4000,9.8000,0.6403,0.6403
-36.4500,9.8000,0.6708,0.6708
-36.5000,9.8000,0.6946,0.6946
-36.5500,9.8000,0.7071,0.7071
-36.6000,9.7500,0.7071,0.7071
-36.5500,9.7500,0.6801,0.6801
-36.5000,9.7500,0.6519,0.6519
-36.5500,9.7000,0.6403,0.6403
-36.6000,9.7000,0.6727,0.6727
-36.6500,9.7000,0.7071,0.7071
-36.7000,9.6500,0.7071,0.7071
-36.6500,9.6500,0.6727,0.6727
-36.6000,9.6500,0.6364,0.6364
-36.6500,9.6000,0.6364,0.6364
-36.7000,9.6000,0.6727,0.6727
-36.7500,9.6000,0.7071,0.7071
-36.7500,9.5500,0.6727,0.6727
-36.7000,9.5500,0.6364,0.6364
-36.6500,9.5500,0.6021,0.6021
-36.7000,9.5000,0.6021,0.6021
-36.7500,9.5000,0.6364,0.6364
-36.8000,9.5000,0.6727,0.6727
-36.8500,9.4500,0.6801,0.6801
-36.8000,9.4500,0.6403,0.6403
-36.7500,9.4500,0.6021,0.6021
-36.8000,9.4000,0.6103,0.6103
-36.8500,9.4000,0.6519,0.6519
-36.9000,9.3500,0.6708,0.6708
-36.8500,9.3500,0.6265,0.6265
-36.8000,9.3500,0.5831,0.5831
-36.7500,9.4000,0.5701,0.5701
-36.8500,9.3000,0.6042,0.6042
-36.9000,9.3000,0.6500,0.6500
-36.9500,9.2500,0.6801,0.6801
-36.9000,9.2500,0.6325,0.6325
-36.8500,9.2500,0.5852,0.5852
-36.8000,9.3000,0.5590,0.5590
-36.9000,9.2000,0.6185,0.6185
-36.9500,9.2000,0.6671,0.6671
-37.0000,9.1500,0.7000,0.7000
